ID,社名（日本語）,社名（英語）,都道府県,地域,カテゴリ,説明（日本語）,説明（英語）,公式URL,従業員数,資本金（万円）,公式サイト確認
nn011,小布施堂 (栗菓子),Obusedo,長野,中部,食品・調味料,小布施の栗菓子老舗,Heritage Obuse chestnut sweets,https://obusedo.com/,,,確認済み
nn012,竹風堂 (栗菓子),Chikufudo,長野,中部,食品・調味料,小布施の栗菓子,Obuse chestnut sweets,https://www.chikufudo.com/,,,確認済み
nn013,松本民芸家具,Matsumoto Mingei Furniture,長野,中部,木工・家具,松本の民芸家具,Matsumoto folk-craft furniture,https://www.matsumin.com/,,,確認済み
nn014,飯山仏壇,Iiyama Butsudan,長野,中部,伝統工芸,飯山の伝統仏壇,Iiyama traditional altars,https://iiyama-butsudan.net/,,,
nn015,内山紙協同組合,Uchiyama Washi Coop,長野,中部,和紙・紙製品,内山和紙の伝統,Uchiyama washi tradition,http://www.uchiyama-gami.jp/,,,
gf001,美濃焼 玉山窯,Tamayama Kiln Mino,岐阜,中部,硝子・陶磁器,美濃焼の老舗窯元,Heritage Mino-yaki kiln,,,,
gf002,美濃焼 SAKUZAN,Sakuzan Mino,岐阜,中部,硝子・陶磁器,美濃焼の現代陶器,Modern Mino pottery,https://sakuzan.co.jp/,,,確認済み
gf003,美濃焼 BARBAR (馬場商店),BARBAR Baba Shoten,岐阜,中部,硝子・陶磁器,美濃焼の現代ブランド,Modern Mino-yaki brand,https://www.barbar.co.jp/,,,確認済み
gf004,丸朝製陶所,Marutomo Pottery,岐阜,中部,硝子・陶磁器,美濃焼の窯元,Mino-yaki kiln,https://www.maruasa.jp/,,,
gf005,美濃焼 山志製陶所,Yamashi Mino Pottery,岐阜,中部,硝子・陶磁器,美濃焼の中堅窯元,Mid-size Mino kiln,http://yamashi2951.com/,,,
gf006,三星刃物株式会社,Mitsuboshi Cutlery Seki,岐阜,中部,刃物・金物,関の伝統刀工,Seki traditional sword smithing,,,,
gf007,関市 関孫六 (貝印関連OEM),Seki Magoroku Cutlery,岐阜,中部,刃物・金物,関の包丁伝統,Seki blade tradition,https://www.kai-group.com/,,,確認済み
gf009,スミカマ,Sumikama Cutlery,岐阜,中部,刃物・金物,関の包丁メーカー,Seki knife maker,https://sumikama.co.jp/,,,確認済み
gf010,美濃和紙 古川紙工,Kogawa Mino Washi,岐阜,中部,和紙・紙製品,美濃和紙の老舗,Heritage Mino washi,https://www.furukawashiko.com/,,,
gf011,美濃和紙 家田紙工,Ieda Mino Washi,岐阜,中部,和紙・紙製品,美濃和紙のメーカー,Mino washi maker,https://www.iedashikou.com/,,,確認済み
gf013,渋草柳造窯,Shibukusa Ryuzo Kiln,岐阜,中部,硝子・陶磁器,飛騨渋草焼の窯元,Hida Shibukusa kiln,https://www.shibukusa.com/,,,
gf014,飛騨家具 オークヴィレッジ,Oak Village Hida,岐阜,中部,木工・家具,飛騨の国産材家具,Hida domestic-wood furniture,https://oakv.co.jp/,,,確認済み
gf015,飛騨産業,Hida Sangyo Furniture,岐阜,中部,木工・家具,飛騨家具の代表,Representative Hida furniture,https://www.hidasangyo.com/,,,確認済み
gf016,柏木工,Kashiwa Mokko,岐阜,中部,木工・家具,飛騨家具の老舗,Heritage Hida furniture,https://www.kashiwa.gr.jp/,,,確認済み
gf017,白扇酒造,Hakusen Brewery,岐阜,中部,酒造,川辺町の本みりん蔵,Kawabe town hon-mirin brewer,https://www.hakusen.co.jp/,,,確認済み
gf018,小坂酒造場,Kosaka Brewery,岐阜,中部,酒造,美濃の地酒蔵,Mino local sake brewer,https://www.kosaka-syuzou.com/,,,確認済み
gf019,渡辺酒造店 (蓬莱),Watanabe Brewery (Hourai),岐阜,中部,酒造,飛騨古川の蔵元,Hida Furukawa sake brewer,https://www.sake-hourai.co.jp/,,,確認済み
gf022,岐阜提灯 オゼキ,Ozeki Gifu Chochin,岐阜,中部,伝統工芸,岐阜提灯の老舗,Heritage Gifu chochin lantern,https://www.ozeki-lantern.co.jp/,,,確認済み
gf025,飛騨ミート農業協同組合連合会,Hida Beef Coop,岐阜,中部,食品・調味料,飛騨牛の加工,Hida beef processor,,,,
sz001,株式会社丸山園,Maruyama-en Tea,静岡,中部,お茶,静岡茶の老舗茶園,Heritage Shizuoka tea grower,,,,
sz002,小柳津清一商店,Oyaizu Seiichi,静岡,中部,お茶,静岡茶老舗,Heritage Shizuoka tea,https://oyaizu.co.jp/,,,
sz005,佐藤製茶 (御茶屋),Sato Seicha,静岡,中部,お茶,静岡茶の製茶問屋,Shizuoka tea wholesaler,http://www.marukabu.co.jp/,,,
sz007,丸七製茶 (ななや),Maruhichi Nanaya,静岡,中部,お茶,藤枝の抹茶ジェラート,Fujieda matcha gelato,https://nanaya-matcha.com/,,,確認済み
sz008,中根製茶,Nakane Seicha,静岡,中部,お茶,掛川深蒸し茶老舗,Heritage Kakegawa fukamushi tea,https://nakanetea.jp/,,,
sz009,市川園,Ichikawa-en Tea,静岡,中部,お茶,静岡県内の茶園,Shizuoka tea grower,https://www.ichikawaen.co.jp/,,,
sz010,葉桐 (茶問屋),Hagiri Tea,静岡,中部,お茶,静岡茶の問屋老舗,Heritage Shizuoka tea wholesaler,https://hagiricha.com/,,,
sz013,株式会社杉養蜂園,Sugi Bee Garden Shizuoka,熊本,九州,食品・調味料,静岡の蜂蜜・健康食品,Shizuoka honey & health products,,,,
sz014,うなぎパイ本舗 春華堂,Shunkado Unagi Pie,静岡,中部,食品・調味料,浜松のうなぎパイ老舗,Heritage Hamamatsu Unagi Pie,https://www.shunkado.co.jp/,,,確認済み
sz015,治一郎 (バウムクーヘン),Jiichiro Baumkuchen,静岡,中部,食品・調味料,浜松のバウムクーヘン,Hamamatsu baumkuchen,https://www.jiichiro.com/,,,確認済み
sz016,安倍川餅 やまだいち,Yamadaichi Abekawa Mochi,静岡,中部,食品・調味料,静岡市の安倍川餅,Shizuoka City Abekawa mochi,https://www.yamadaichi.com/,,,確認済み
sz018,焼津水産加工,Yaizu Seafood Processing,静岡,中部,食品・調味料,焼津のかつお節・干物,Yaizu katsuobushi & dried fish,,,,
sz019,カネサ鰹節商店,Kanesa Katsuobushi,静岡,中部,食品・調味料,西伊豆の伝統かつお節,West Izu traditional katsuobushi,https://katsuobushi.com/,,,確認済み
sz020,磯自慢酒造,Isojiman,静岡,中部,酒造,焼津の高級酒蔵,Yaizu premium sake brewer,https://www.isojiman-sake.jp/,,,確認済み
sz021,株式会社駿河酒造場,Suruga Brewery,静岡,中部,酒造,静岡市の蔵元,Shizuoka City sake brewer,,,,
sz022,花の舞酒造,Hananomai Brewery,静岡,中部,酒造,浜松の地酒蔵,Hamamatsu local sake brewer,https://hananomai.co.jp/,,,確認済み
sz023,志太泉酒造,Shidaizumi Brewery,静岡,中部,酒造,藤枝の老舗酒蔵,Fujieda heritage sake brewer,https://shidaizumi.com/,,,確認済み
sz024,駿河竹千筋細工,Suruga Bamboo Crafts,静岡,中部,伝統工芸,駿河の竹細工伝統工芸,Suruga bamboo craft tradition,https://www.takesensuji.jp/,,,
ai003,瀬戸焼 瀬戸本業窯,Seto Hongyo Kiln,愛知,中部,硝子・陶磁器,瀬戸焼の伝統窯元,Heritage Seto-yaki kiln,https://www.setohongyo.jp/,,,確認済み
ai005,有松鳴海絞 竹田嘉兵衛商店,Takeda Kahei Shibori,愛知,中部,アパレル・繊維,有松絞りの老舗,Heritage Arimatsu shibori,https://www.takedakahei.co.jp/,,,確認済み
ai006,有松絞り 山上,Yamagami Arimatsu,愛知,中部,アパレル・繊維,有松絞りの工房,Arimatsu shibori atelier,,,,
ai007,豊橋筆 川合筆,Kawai Brush Toyohashi,愛知,中部,伝統工芸,豊橋筆の老舗,Heritage Toyohashi brush,https://kawai-fude.jp/,,,確認済み
ai008,嵩山工房,Suzando Toyohashi,愛知,中部,伝統工芸,豊橋筆の伝統工房,Toyohashi brush atelier,,,,
ai009,敷島製パン (愛知),Shikishima Bakery,愛知,中部,食品・調味料,愛知のパスコ系老舗,Heritage Aichi bakery (Pasco),https://www.pasconet.co.jp/,,,
ai010,カクキュー八丁味噌,Kakukyu Hatcho Miso,愛知,中部,食品・調味料,岡崎の老舗八丁味噌,Heritage Okazaki Hatcho miso,https://www.kakukyu.jp/,,,確認済み
ai011,まるや八丁味噌,Maruya Hatcho Miso,愛知,中部,食品・調味料,岡崎の八丁味噌老舗,Okazaki Hatcho miso heritage,https://www.maruyahatcho.com/,,,確認済み
ai012,ナカモ (つけてみそかけてみそ),Nakamo Miso,愛知,中部,食品・調味料,名古屋の味噌だれ,Nagoya miso sauce maker,https://www.nakamo.co.jp/,,,確認済み
ai014,妙香園 (お茶),Myokoen Tea,愛知,中部,お茶,名古屋の老舗茶舗,Heritage Nagoya tea shop,https://www.myokoen.com/,,,確認済み
ai015,美濃志野焼 美濃陶磁器組合,Mino Shino Coop,岐阜,中部,硝子・陶磁器,美濃焼の窯元組合,Mino-yaki kiln cooperative,,,,
ai016,萬乗醸造 (久野九平治),Banjo Brewery (Kuheiji),愛知,中部,酒造,名古屋の醸し人九平次,Nagoya brewer of Kuheiji,https://www.kuheiji.co.jp/,,,確認済み
ai017,盛田 (尾張味噌・酒),Morita Brewery,愛知,中部,酒造,知多の老舗酒蔵,Chita heritage sake brewer,https://www.nemuri-tonbo.com/,,,確認済み
ai018,金虎酒造,Kintora Brewery,愛知,中部,酒造,名古屋の地酒蔵,Nagoya local sake brewer,http://www.kintora.jp/,,,
ai029,東光金箔,Nagoya Gold Leaf,愛知,中部,伝統工芸,名古屋仏壇用金箔,Nagoya altar gold leaf,,,,
ai031,瀬戸染付焼 加藤,Kato Seto Sometsuke,愛知,中部,硝子・陶磁器,瀬戸染付焼の窯元,Seto sometsuke kiln,https://singama.jp/,,,
me001,伊勢角屋麦酒,Ise Kadoya Beer,三重,関西,酒造,伊勢の老舗クラフトビール,Heritage Ise craft beer,https://www.kadoyabeer.com/,,,確認済み
me002,赤福,Akafuku,三重,関西,食品・調味料,伊勢神宮門前の老舗餅菓子,Ise Shrine heritage mochi sweet,https://www.akafuku.co.jp/,,,確認済み
me003,へんばや商店,Henbaya,三重,関西,食品・調味料,伊勢のへんば餅老舗,Heritage Ise henba mochi,https://henbaya.jp/,,,確認済み
me005,ミキモト真珠養殖,Mikimoto Pearl Farm,三重,関西,伝統工芸,鳥羽の真珠養殖発祥,Toba pearl-farming origin,https://www.mikimoto-pearl.com/,,,確認済み
me006,伊勢志摩真珠 田崎工房,Tasaki Pearl Atelier,三重,関西,伝統工芸,伊勢志摩の真珠加工,Ise-Shima pearl atelier,https://www.tasaki.co.jp/,,,
me007,伊勢型紙 おおすぎ,Osugi Ise Katagami,三重,関西,和紙・紙製品,鈴鹿の伊勢型紙工房,Suzuka Ise katagami atelier,https://osugikatagami.jp/,,,確認済み
me008,伊勢木綿 臼井織布,Usui Orifu Ise Momen,三重,関西,アパレル・繊維,伊勢木綿の唯一の織元,Sole Ise momen weaver,https://isemomen.co.jp/,,,確認済み
me010,萬古急須 山口陶器,Yamaguchi Banko Kyusu,三重,関西,硝子・陶磁器,萬古焼の紫泥急須,Banko purple-clay teapot,https://yamaguchi-p.jp/,,,
me011,鈴鹿墨 進誠堂,Shinseido Suzuka Sumi,三重,関西,伝統工芸,鈴鹿墨の老舗,Heritage Suzuka ink maker,http://www.suzukazumi.co.jp/,,,
me012,伊賀焼 長谷園,Nagatani-en Iga-yaki,三重,関西,硝子・陶磁器,伊賀焼の老舗、かまどさん,"Heritage Iga-yaki, Kamado-san",https://www.igamono.co.jp/,,,確認済み
me014,半蔵酒造 (大田酒造),Ota Brewery (Hanzo),三重,関西,酒造,伊賀の半蔵蔵元,Iga brewer of Hanzo,https://www.hanzo-sake.com/,,,確認済み
me015,清水清三郎商店,Shimizu Seizaburo (Zaku),三重,関西,酒造,鈴鹿の作 (ザク)蔵元,Suzuka brewer of Zaku,https://seizaburo.jp/,,,確認済み
me016,早川酒造 (田光),Hayakawa Brewery,三重,関西,酒造,四日市の地酒、田光,Yokkaichi brewer of Tabika,https://hayakawasyuzou.jp/,,,確認済み
me019,四日市プラスチック工業,Yokkaichi Plastic Industry,三重,関西,その他工業製品,中小プラスチック成形,SME plastic molding,,,,
me020,伊勢茶 かぶせ茶 深緑茶房,Fukamidori Chabo Iseca,三重,関西,お茶,伊勢茶のかぶせ茶老舗,Heritage Ise kabusecha,https://www.shinsabo.com/,,,
sg001,信楽焼 明山陶業,Meizan Shigaraki,滋賀,関西,硝子・陶磁器,信楽焼の老舗窯元,Heritage Shigaraki-yaki kiln,https://meizan.com/,,,確認済み
sg002,信楽焼 古谷製陶所,Furutani Shigaraki,滋賀,関西,硝子・陶磁器,信楽焼の現代陶器,Modern Shigaraki pottery,https://furutani.co/,,,確認済み
sg003,信楽焼 大小屋,Daikoya Shigaraki,滋賀,関西,硝子・陶磁器,信楽焼の窯元グループ,Shigaraki kiln group,http://www.oogoya.co.jp/,,,
sg006,近江牛 千成亭,Sennaritei Omi Beef,滋賀,関西,食品・調味料,彦根の近江牛老舗,Hikone Omi beef heritage,https://www.sennaritei.co.jp/,,,
sg007,つるやパン,Tsuruya Pan,滋賀,関西,食品・調味料,長浜のサラダパン老舗,Nagahama salad bread maker,https://tsuruyapan.jp/,,,確認済み
sg008,叶 匠寿庵,Kano Shojuan,滋賀,関西,食品・調味料,大津の和菓子老舗,Otsu heritage wagashi,https://kanou.com/,,,確認済み
sg009,クラブハリエ,Club Harie,滋賀,関西,食品・調味料,近江八幡のバウムクーヘン,Omihachiman baumkuchen,https://clubharie.jp/,,,確認済み
sg010,たねや,Taneya,滋賀,関西,食品・調味料,近江八幡の老舗和菓子,Heritage Omihachiman wagashi,https://taneya.jp/,,,確認済み
sg012,福井弥平商店 (萩乃露),Fukui Yahei (Hagi no Tsuyu),滋賀,関西,酒造,高島の老舗酒蔵,Takashima heritage sake brewer,https://www.fukui-yahei.co.jp/,,,確認済み
sg013,喜多酒造 (喜楽長),Kita Brewery (Kirakucho),滋賀,関西,酒造,東近江の地酒蔵,Higashi-Omi local sake,https://kirakucho.jp/,,,確認済み
sg014,冨田酒造 (七本鎗),Tomita Brewery,滋賀,関西,酒造,長浜の七本鎗蔵元,Nagahama brewer of Shichihonyari,https://www.7yari.co.jp/,,,確認済み
ky001,西陣織 細尾,Hosoo Nishijin,京都,関西,アパレル・繊維,西陣織の革新企業,Innovative Nishijin weaver,https://www.hosoo.co.jp/,,,確認済み
ky002,西陣織 川島織物セルコン,Kawashima Selkon Nishijin,京都,関西,アパレル・繊維,西陣織の老舗,Heritage Nishijin weaver,https://www.kawashimaselkon.com/,,,確認済み
ky003,西陣 渡文,Watabun Nishijin,京都,関西,アパレル・繊維,西陣織の名門,Famed Nishijin weaver,https://watabun.co.jp/,,,
ky004,西陣 山口源兵衛 (誉田屋),Kondaya Genbei,京都,関西,アパレル・繊維,西陣の帯老舗,Heritage Nishijin obi sash,https://www.kondaya.com/,,,確認済み
ky005,龍村美術織物,Tatsumura Textile,京都,関西,アパレル・繊維,西陣の高級織物,Premium Nishijin textile,https://www.tatsumura.co.jp/,,,確認済み
ky006,京友禅 千總,Chiso Kyoto Yuzen,京都,関西,アパレル・繊維,京友禅の老舗,Heritage Kyo-yuzen,https://www.chiso.co.jp/,,,確認済み
ky007,京友禅 高橋徳,Takahashi Toku Yuzen,京都,関西,アパレル・繊維,京友禅の伝統工房,Kyo-yuzen atelier,,,,
ky009,京うちわ 阿以波,Aiba Kyo-uchiwa,京都,関西,伝統工芸,京うちわの老舗,Heritage Kyo uchiwa fan,https://www.aiba-kyouchiwa.jp/,,,確認済み
ky010,京扇子 宮脇賣扇庵,Miyawaki Baisenan,京都,関西,伝統工芸,京扇子の老舗,Heritage Kyo folding fan,https://www.baisenan.co.jp/,,,確認済み
ky011,京扇子 白竹堂,Hakuchikudo,京都,関西,伝統工芸,京扇子の老舗,Heritage Kyo folding fan,https://www.hakuchikudo.co.jp/,,,確認済み
ky012,清水焼 朝日堂,Asahido Kiyomizu,京都,関西,硝子・陶磁器,清水焼の老舗,Heritage Kiyomizu-yaki,https://www.asahido.co.jp/,,,確認済み
ky014,清水焼 京焼 陶磁器試作,Kyo-yaki Atelier,京都,関西,硝子・陶磁器,清水・京焼の窯元組合,Kyo-yaki kiln cooperative,https://www.kiyomizuyaki.or.jp/,,,
ky015,京和傘 日吉屋,Hiyoshiya Wagasa,京都,関西,伝統工芸,京和傘の老舗,Heritage Kyoto wagasa,https://www.wagasa.com/,,,確認済み
ky016,京漆器 象彦,Zohiko Kyo-shikki,京都,関西,伝統工芸,京漆器の老舗,Heritage Kyo lacquerware,https://www.zohiko.co.jp/,,,確認済み
ky017,象彦,Nakajima Zohiko,京都,関西,伝統工芸,京漆器の伝統工房,Kyo lacquerware atelier,,,,
ky018,京組紐 安達,Adachi Kyo Kumihimo,京都,関西,伝統工芸,京組紐の伝統工房,Kyo kumihimo atelier,http://www.adachikumihimokan.com/,,,
ky019,京数珠 安田念珠店,Yasuda Juzu,京都,関西,伝統工芸,京数珠の老舗,Heritage Kyoto juzu beads,https://www.yasuda-juzu.co.jp/,,,確認済み
ky020,京人形 川瀬猪山,Kawase Inoyama Doll,京都,関西,伝統工芸,京人形の伝統工房,Kyo doll atelier,https://kawase-chozan.com/,,,
ky021,京銘竹 公長齋小菅,Kohchosai Kosuga Bamboo,京都,関西,伝統工芸,京銘竹の竹工芸,Kyo meichiku bamboo craft,https://www.kohchosai.co.jp/,,,確認済み
ky022,京菓子 鶴屋吉信,Tsuruya Yoshinobu,京都,関西,食品・調味料,京菓子の老舗,Heritage Kyoto wagashi,https://www.turuya.co.jp/,,,確認済み
ky023,京菓子 とらや京都,Toraya Kyoto,京都,関西,食品・調味料,京の老舗和菓子,Heritage Kyoto wagashi,https://www.toraya-group.co.jp/,,,確認済み
ky024,老松,Oimatsu,京都,関西,食品・調味料,北野天満宮の和菓子,Kitano Tenmangu wagashi heritage,https://oimatu.co.jp/,,,確認済み
ky025,末富 (京菓子),Suetomi,京都,関西,食品・調味料,京菓子の老舗末富,Heritage Kyoto wagashi Suetomi,https://www.kyoto-suetomi.com/,,,確認済み
ky026,七條甘春堂,Shichijo Kanshundo,京都,関西,食品・調味料,京菓子老舗、和菓子作り体験,Heritage Kyoto wagashi class,https://7jyo-kansyundo.co.jp/,,,確認済み
ky027,中村藤吉本店,Nakamura Tokichi,京都,関西,お茶,宇治茶の老舗、抹茶スイーツ,Heritage Uji tea & matcha sweets,https://www.tokichi.jp/,,,確認済み
ky028,伊藤久右衛門,Ito Kyuemon,京都,関西,お茶,宇治抹茶の老舗,Heritage Uji matcha,https://www.itohkyuemon.co.jp/,,,確認済み
ky029,丸久小山園,Marukyu Koyamaen,京都,関西,お茶,宇治抹茶の最高級老舗,Premium Uji matcha heritage,https://www.marukyu-koyamaen.co.jp/,,,確認済み
ky030,森半 (共栄製茶),Morihan,京都,関西,お茶,宇治抹茶の老舗,Heritage Uji matcha,https://www.morihan.com/,,,確認済み
ky031,祇園辻利,Gion Tsujiri,京都,関西,お茶,祇園の抹茶老舗,Heritage Gion matcha,https://www.giontsujiri.co.jp/,,,確認済み
ky032,福寿園,Fukujuen,京都,関西,お茶,宇治茶の老舗,Heritage Uji tea,https://www.fukujuen.com/,,,確認済み
ky033,一保堂茶舗,Ippodo Tea,京都,関西,お茶,京都の老舗茶舗,Heritage Kyoto tea house,https://www.ippodo-tea.co.jp/,,,確認済み
ky034,よーじや,Yojiya,京都,関西,化粧品,あぶらとり紙の老舗,Heritage aburatorigami (oil blotter),https://www.yojiya.co.jp/,,,確認済み
ky036,京コスメ 白鳳堂 (筆),Hakuhodo Brush Kyoto,京都,関西,化粧品,化粧筆の名門,Famed cosmetic brush maker,https://www.hakuhodo.jp/,,,確認済み
ky037,株式会社クラブコスメチックス,Club Cosmetics Kyoto,大阪,関西,化粧品,京都発化粧品老舗,Heritage Kyoto cosmetics,,,,
ky038,NEMOHAMO,Nemohamo,京都,関西,化粧品,京都オーガニックコスメ,Kyoto organic cosmetics brand,https://nemohamo.com/,,,確認済み
ky040,舞妓はん,Maikohan,京都,関西,化粧品,京都発おしろい・コスメ,Kyoto powder & cosmetics,https://maikohan.com/,,,確認済み
ky041,月桂冠,Gekkeikan,京都,関西,酒造,伏見の老舗酒蔵,Heritage Fushimi sake brewer,https://www.gekkeikan.co.jp/,,,確認済み
ky042,招德酒造,Shotoku Brewery,京都,関西,酒造,伏見の中小酒蔵,Fushimi small sake brewer,https://shotoku.co.jp/,,,確認済み
ky043,佐々木酒造,Sasaki Brewery,京都,関西,酒造,京都市内唯一の市中蔵,Sole brewer in Kyoto city core,https://jukondo.jp/,,,確認済み
ky044,松井酒造,Matsui Brewery,京都,関西,酒造,京都の老舗酒蔵,Heritage Kyoto sake brewer,https://matsuishuzo.com/,,,
ky045,齊藤酒造 (英勲),Saito Brewery (Eikun),京都,関西,酒造,伏見の蔵元、英勲,Fushimi brewer of Eikun,https://eikun.com/,,,確認済み
ky046,玉乃光酒造,Tamanohikari,京都,関西,酒造,伏見の純米酒蔵,Fushimi all-junmai brewer,https://www.tamanohikari.co.jp/,,,確認済み
ky047,京野菜加工 京漬物 西利,Nishiri Kyo Tsukemono,京都,関西,食品・調味料,京漬物の老舗,Heritage Kyoto pickles,https://www.nishiri.co.jp/,,,確認済み
ky048,京つけもの 大安,Daiyasu Kyo Tsukemono,京都,関西,食品・調味料,京漬物の老舗,Heritage Kyoto pickles,https://www.daiyasu.co.jp/,,,確認済み
ky049,打田漬物,Uchida Tsukemono,京都,関西,食品・調味料,錦市場の漬物老舗,Nishiki Market pickle heritage,https://www.kyoto-uchida.ne.jp/,,,
ky050,半兵衛麸,Hanbey Fu,京都,関西,食品・調味料,京麸の老舗,Heritage Kyoto fu (wheat gluten),https://www.hanbey.co.jp/,,,確認済み
ky051,麸嘉,Fuka,京都,関西,食品・調味料,京生麸の老舗,Heritage Kyoto raw fu,https://www.fuka-kyoto.com/,,,確認済み
ky052,湯豆腐 順正,Junsei Tofu,京都,関西,食品・調味料,南禅寺の湯豆腐老舗,Nanzenji yudofu heritage,http://www.to-fu.co.jp/,,,
ky053,老舗豆腐 嵯峨豆腐 森嘉,Morika Saga Tofu,京都,関西,食品・調味料,嵯峨の老舗豆腐,Heritage Saga tofu,https://www.sagatofu-morika.co.jp/,,,確認済み
ky054,村山造酢 (千鳥酢),Murayama Vinegar,京都,関西,食品・調味料,京都の千鳥酢老舗,Heritage Chidori vinegar Kyoto,https://www.chidorisu.co.jp/,,,確認済み
ky055,井筒八ッ橋本舗,Izutsu Yatsuhashi,京都,関西,食品・調味料,京銘菓 八ッ橋の老舗,Heritage Kyoto yatsuhashi,https://www.yatsuhashi.co.jp/,,,確認済み
ky056,聖護院八ッ橋総本店,Shogoin Yatsuhashi,京都,関西,食品・調味料,八ッ橋元祖の老舗,Yatsuhashi origin heritage,https://www.shogoin.co.jp/,,,確認済み
ky057,井和井 (京和雑貨),Iwai Kyoto Goods,京都,関西,伝統工芸,京都和雑貨の老舗,Heritage Kyoto Japanese goods,http://kyoto-iwai.co.jp/,,,
ky058,京焼陶磁器 雅楽窯,Gagaku Kiln Kyo-yaki,京都,関西,硝子・陶磁器,京焼の窯元,Kyoto pottery kiln,,,,
ky059,京香原 香老舗 松栄堂,Shoyeido Incense,京都,関西,伝統工芸,京都香の老舗,Heritage Kyoto incense,https://www.shoyeido.co.jp/,,,確認済み
ky060,京香 山田松香木店,Yamadamatsu Incense,京都,関西,伝統工芸,香木専門の老舗,Heritage incense wood specialist,https://www.yamadamatsu.co.jp/,,,確認済み
os002,堺一文字光秀,Sakai Ichimonji Mitsuhide,大阪,関西,刃物・金物,堺の包丁老舗,Heritage Sakai knife maker,https://www.aritsugu.com/,,,確認済み
os003,堺孝行刃物,Sakai Takayuki,大阪,関西,刃物・金物,堺打刃物の代表,Representative Sakai knife,https://www.sakaitakayuki.co.jp/,,,確認済み
os004,堺打刃物 山脇刃物製作所,Yamawaki Hamono,大阪,関西,刃物・金物,堺の包丁老舗,Heritage Sakai knives,https://www.yamawaki-hamono.co.jp/,,,
os005,堺打刃物 青木刃物製作所,Aoki Hamono,大阪,関西,刃物・金物,堺の包丁鍛冶,Sakai blade smithy,https://www.aoki-hamono.co.jp/,,,確認済み
os006,堺刃物協同組合,Sakai Cutlery Coop,大阪,関西,刃物・金物,堺刃物の組合,Sakai cutlery cooperative,https://www.sakaihamono.or.jp/,,,
os007,千成屋珈琲 (大阪の老舗),Sennariya Coffee,大阪,関西,食品・調味料,新世界の老舗珈琲,Shinsekai heritage coffee,https://www.sennariya-coffee.jp/,,,
os008,鶴橋風月,Tsuruhashi Fugetsu,大阪,関西,食品・調味料,鶴橋お好み焼老舗,Tsuruhashi okonomiyaki heritage,https://fugetsu.jp/,,,
os009,赤福以外 喜八洲総本舗,Kiyasu Sohonpo,大阪,関西,食品・調味料,大阪のみたらし団子老舗,Osaka heritage mitarashi,http://www.kiyasu.jp/,,,確認済み
os010,千鳥屋宗家,Chidoriya Soke,兵庫,関西,食品・調味料,大阪老舗和菓子,Heritage Osaka wagashi,,,,確認済み
os012,高麗食品,Korai Foods,大阪,関西,食品・調味料,鶴橋のキムチ老舗,Tsuruhashi kimchi heritage,https://kimchi.jp/,,,
os013,ハクション大魔王 食品 (鴻商店),Otori Shoten Foods,大阪,関西,食品・調味料,大阪の食品OEM,Osaka food OEM,,,,
os016,大阪欄間 木下欄間,Kinoshita Ranma,大阪,関西,木工・家具,大阪欄間の伝統工芸,Osaka ranma transom craft,https://kinoshitaranmaten.hp.peraichi.com/,,,
os017,大阪唐木指物,Osaka Karaki Sashimono,大阪,関西,木工・家具,大阪唐木指物の工房,Osaka karaki joinery atelier,,,,
os018,大阪錫器 すずや,Suzuya Tin Osaka,大阪,関西,伝統工芸,大阪錫器の伝統工房,Osaka tinware atelier,http://www.osakasuzuki.co.jp/,,,
os027,オージーケーカブト (ヘルメット),OGK Kabuto,大阪,関西,特許関連製品,東大阪のヘルメット技術,Higashi-Osaka helmet patents,https://www.ogkkabuto.co.jp/,,,確認済み
os029,千鳥饅頭総本舗,Chidori Manju,大阪,関西,食品・調味料,大阪老舗の饅頭,Heritage Osaka manju,https://www.chidoriya.co.jp/,,,
os033,秋鹿酒造,Akishika Brewery,大阪,関西,酒造,能勢の地酒蔵,Nose local sake brewer,,,,確認済み
os034,西條合資会社 (天野酒),Saijo Brewery (Amano),大阪,関西,酒造,河内長野の天野酒,Kawachi-Nagano brewer of Amano,https://www.amanosake.com/,,,確認済み
os035,利休蔵 (大阪市内),Rikyu Brewery Osaka,大阪,関西,酒造,大阪の小規模蔵元,Small Osaka sake brewery,,,,
os038,大阪欄間組合,Osaka Ranma Coop,大阪,関西,木工・家具,大阪欄間の組合,Osaka ranma cooperative,https://osaka-ranma.com/,,,
hy001,灘 菊正宗酒造,Kikumasamune,兵庫,関西,酒造,灘五郷の老舗酒蔵,Heritage Nada-Gogo sake,https://www.kikumasamune.co.jp/,,,確認済み
hy002,白鶴酒造,Hakutsuru,兵庫,関西,酒造,灘の老舗酒蔵,Heritage Nada sake brewer,https://www.hakutsuru.co.jp/,,,確認済み
hy003,剣菱酒造,Kenbishi,兵庫,関西,酒造,灘の歴史ある酒蔵,Historic Nada sake brewer,https://www.kenbishi.co.jp/,,,確認済み
hy004,沢の鶴,Sawanotsuru,兵庫,関西,酒造,灘の純米酒蔵,Nada all-junmai brewer,https://www.sawanotsuru.co.jp/,,,確認済み
hy005,小西酒造 (白雪),Konishi Brewery (Shirayuki),兵庫,関西,酒造,伊丹の老舗酒蔵,Itami heritage sake brewer,https://www.konishi.co.jp/,,,確認済み
